Proposed_Name	Gene_ID	Gene_Coordinates	strand	hosts	cycle	vibrant_accession	vibrant_title	query_length	interproscan_analysis_database	interproscan_signature_accession	interproscan_signature_description	interproscan_start	interproscan_stop	interproscan_evalue	interproscan_match_status	interproscan_annotation	interproscan_description	BLASTP_Subject_ID	BLASTP_Percent_ID	BLASTP_Alignment_Length	BLASTP_Mismatches	BLASTP_Gap_Openings	BLASTP_Start_Query	BLASTP_End_Query	BLASTP_Start_Subject	BLASTP_End_Subject	BLASTP_E_Value	BLASTP_Bitscore	BLASTP_Query_Length	BLASTP_Subject_Length	BLASTP_Subject_Phylums	BLASTP_Subject_Sciname	BLASTP_Subject_Taxid	BLASTP_Subject_Title
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_050355090.1	30.4	217	138	6	1	216	1	205	9.40E-14	88.2	291	260	Firmicutes	Gottschalkia purinilytica	1503	WP_050355090.1 DNA adenine methylase [Gottschalkia purinilytica]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_177272387.1	30.9	220	125	5	6	216	7	208	3.20E-14	89.7	291	288	Firmicutes	Lachnospiraceae bacterium	1898203	WP_177272387.1 DNA adenine methylase [Lachnospiraceae bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_066543885.1	30.5	220	126	5	6	216	7	208	1.50E-14	90.9	291	288	Firmicutes	Clostridium sp. AT4	1720194	WP_066543885.1 DNA adenine methylase [Clostridium sp. AT4]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_161488114.1	26.2	271	186	6	4	268	30	292	1.70E-15	94	291	292	Planctomycetes	Sedimentisphaera cyanobacteriorum	1940790	WP_161488114.1 DNA adenine methylase [Sedimentisphaera cyanobacteriorum]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_161491634.1	26.9	271	184	6	4	268	30	292	1.20E-16	97.8	291	292	Planctomycetes	Sedimentisphaera salicampi	1941349	WP_161491634.1 DNA adenine methylase [Sedimentisphaera salicampi]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_59	(50466..51338)	-1	Lokiarchaeota	Lytic	K06223	dam; DNA adenine methylase [EC:2.1.1.72]	290	PRINTS	PR00505	D12 class N6 adenine-specific DNA methyltransferase signature	177	189	1.40E-09	TRUE	IPR012327	D12 class N6 adenine-specific DNA methyltransferase	WP_152804898.1	28.8	271	174	9	1	268	6	260	4.10E-17	99.4	291	260	Firmicutes	Alkalibaculum sp. M08DMB	2655001	WP_152804898.1 Dam family site-specific DNA-(adenine-N6)-methyltransferase [Alkalibaculum sp. M08DMB]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	KZE95855.1	34.4	352	189	10	5	324	3	344	3.10E-40	176.4	338	349	Firmicutes	Geobacillus stearothermophilus	1422	KZE95855.1 Modification methylase BspRI [Geobacillus stearothermophilus]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_094484886.1	35.7	347	183	9	6	324	7	341	1.80E-40	177.2	338	345	Bacteroidetes	Flavobacterium aurantiibacter	2023067	WP_094484886.1 DNA cytosine methyltransferase [Flavobacterium aurantiibacter]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_190403066.1	33.3	351	194	10	4	326	5	343	6.20E-41	178.7	338	345	N/A	N/A		WP_190403066.1 DNA (cytosine-5-)-methyltransferase [Pseudanabaena sp. FACHB-723]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	RPH31553.1	33.5	343	192	8	6	321	8	341	6.20E-41	178.7	338	350	Bacteroidetes	Bacteroidales bacterium	2030927	RPH31553.1 DNA cytosine methyltransferase [Bacteroidales bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	OGL72042.1	35	351	189	12	2	324	5	344	6.20E-41	178.7	338	353	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13	1802389	OGL72042.1 DNA (cytosine-5-)-methyltransferase [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	NFL97243.1	35.5	377	170	14	5	326	4	362	4.70E-41	179.1	338	365	N/A	N/A		NFL97243.1 DNA cytosine methyltransferase [Clostridium botulinum]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	PIQ68470.1	35.8	352	185	10	2	324	3	342	1.20E-41	181	338	350	Candidatus Taylorbacteria	Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11	1975025	PIQ68470.1 DNA (cytosine-5-)-methyltransferase [Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_091266680.1	35.7	353	186	11	1	324	1	341	9.50E-42	181.4	338	345	Bacteroidetes	Gillisia sp. Hel1_33_143	1336796	WP_091266680.1 DNA cytosine methyltransferase [Gillisia sp. Hel1_33_143]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	QBN22559.1	33	437	174	13	5	329	4	433	1.50E-42	184.1	338	434	0	uncultured archaeon	115547	QBN22559.1 DNA-cytosine methyltransferase [uncultured archaeon]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	PRINTS	PR00105	Cytosine-specific DNA methyltransferase signature	5	21	3.90E-08	TRUE	IPR001525	C-5 cytosine methyltransferase	RLD10440.1	42.3	378	151	11	5	326	20	386	1.00E-67	267.7	338	388	Chlamydiae	Chlamydiae bacterium	2081524	RLD10440.1 hypothetical protein DRI44_06095 [Chlamydiae bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	KZE95855.1	34.4	352	189	10	5	324	3	344	3.10E-40	176.4	338	349	Firmicutes	Geobacillus stearothermophilus	1422	KZE95855.1 Modification methylase BspRI [Geobacillus stearothermophilus]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_094484886.1	35.7	347	183	9	6	324	7	341	1.80E-40	177.2	338	345	Bacteroidetes	Flavobacterium aurantiibacter	2023067	WP_094484886.1 DNA cytosine methyltransferase [Flavobacterium aurantiibacter]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_190403066.1	33.3	351	194	10	4	326	5	343	6.20E-41	178.7	338	345	N/A	N/A		WP_190403066.1 DNA (cytosine-5-)-methyltransferase [Pseudanabaena sp. FACHB-723]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	RPH31553.1	33.5	343	192	8	6	321	8	341	6.20E-41	178.7	338	350	Bacteroidetes	Bacteroidales bacterium	2030927	RPH31553.1 DNA cytosine methyltransferase [Bacteroidales bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	OGL72042.1	35	351	189	12	2	324	5	344	6.20E-41	178.7	338	353	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13	1802389	OGL72042.1 DNA (cytosine-5-)-methyltransferase [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	NFL97243.1	35.5	377	170	14	5	326	4	362	4.70E-41	179.1	338	365	N/A	N/A		NFL97243.1 DNA cytosine methyltransferase [Clostridium botulinum]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	PIQ68470.1	35.8	352	185	10	2	324	3	342	1.20E-41	181	338	350	Candidatus Taylorbacteria	Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11	1975025	PIQ68470.1 DNA (cytosine-5-)-methyltransferase [Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_091266680.1	35.7	353	186	11	1	324	1	341	9.50E-42	181.4	338	345	Bacteroidetes	Gillisia sp. Hel1_33_143	1336796	WP_091266680.1 DNA cytosine methyltransferase [Gillisia sp. Hel1_33_143]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	QBN22559.1	33	437	174	13	5	329	4	433	1.50E-42	184.1	338	434	0	uncultured archaeon	115547	QBN22559.1 DNA-cytosine methyltransferase [uncultured archaeon]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	Pfam	PF00145	C-5 cytosine-specific DNA methylase	5	324	1.40E-55	TRUE	IPR001525	C-5 cytosine methyltransferase	RLD10440.1	42.3	378	151	11	5	326	20	386	1.00E-67	267.7	338	388	Chlamydiae	Chlamydiae bacterium	2081524	RLD10440.1 hypothetical protein DRI44_06095 [Chlamydiae bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	KZE95855.1	34.4	352	189	10	5	324	3	344	3.10E-40	176.4	338	349	Firmicutes	Geobacillus stearothermophilus	1422	KZE95855.1 Modification methylase BspRI [Geobacillus stearothermophilus]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_094484886.1	35.7	347	183	9	6	324	7	341	1.80E-40	177.2	338	345	Bacteroidetes	Flavobacterium aurantiibacter	2023067	WP_094484886.1 DNA cytosine methyltransferase [Flavobacterium aurantiibacter]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_190403066.1	33.3	351	194	10	4	326	5	343	6.20E-41	178.7	338	345	N/A	N/A		WP_190403066.1 DNA (cytosine-5-)-methyltransferase [Pseudanabaena sp. FACHB-723]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	RPH31553.1	33.5	343	192	8	6	321	8	341	6.20E-41	178.7	338	350	Bacteroidetes	Bacteroidales bacterium	2030927	RPH31553.1 DNA cytosine methyltransferase [Bacteroidales bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	OGL72042.1	35	351	189	12	2	324	5	344	6.20E-41	178.7	338	353	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13	1802389	OGL72042.1 DNA (cytosine-5-)-methyltransferase [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NFL97243.1	35.5	377	170	14	5	326	4	362	4.70E-41	179.1	338	365	N/A	N/A		NFL97243.1 DNA cytosine methyltransferase [Clostridium botulinum]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	PIQ68470.1	35.8	352	185	10	2	324	3	342	1.20E-41	181	338	350	Candidatus Taylorbacteria	Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11	1975025	PIQ68470.1 DNA (cytosine-5-)-methyltransferase [Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	WP_091266680.1	35.7	353	186	11	1	324	1	341	9.50E-42	181.4	338	345	Bacteroidetes	Gillisia sp. Hel1_33_143	1336796	WP_091266680.1 DNA cytosine methyltransferase [Gillisia sp. Hel1_33_143]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	QBN22559.1	33	437	174	13	5	329	4	433	1.50E-42	184.1	338	434	0	uncultured archaeon	115547	QBN22559.1 DNA-cytosine methyltransferase [uncultured archaeon]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	SUPERFAMILY	SSF53335	NA	5	326	6.92E-70	TRUE	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	RLD10440.1	42.3	378	151	11	5	326	20	386	1.00E-67	267.7	338	388	Chlamydiae	Chlamydiae bacterium	2081524	RLD10440.1 hypothetical protein DRI44_06095 [Chlamydiae bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	KZE95855.1	34.4	352	189	10	5	324	3	344	3.10E-40	176.4	338	349	Firmicutes	Geobacillus stearothermophilus	1422	KZE95855.1 Modification methylase BspRI [Geobacillus stearothermophilus]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_094484886.1	35.7	347	183	9	6	324	7	341	1.80E-40	177.2	338	345	Bacteroidetes	Flavobacterium aurantiibacter	2023067	WP_094484886.1 DNA cytosine methyltransferase [Flavobacterium aurantiibacter]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_190403066.1	33.3	351	194	10	4	326	5	343	6.20E-41	178.7	338	345	N/A	N/A		WP_190403066.1 DNA (cytosine-5-)-methyltransferase [Pseudanabaena sp. FACHB-723]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	RPH31553.1	33.5	343	192	8	6	321	8	341	6.20E-41	178.7	338	350	Bacteroidetes	Bacteroidales bacterium	2030927	RPH31553.1 DNA cytosine methyltransferase [Bacteroidales bacterium]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	OGL72042.1	35	351	189	12	2	324	5	344	6.20E-41	178.7	338	353	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13	1802389	OGL72042.1 DNA (cytosine-5-)-methyltransferase [Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_53_13]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	NFL97243.1	35.5	377	170	14	5	326	4	362	4.70E-41	179.1	338	365	N/A	N/A		NFL97243.1 DNA cytosine methyltransferase [Clostridium botulinum]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	PIQ68470.1	35.8	352	185	10	2	324	3	342	1.20E-41	181	338	350	Candidatus Taylorbacteria	Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11	1975025	PIQ68470.1 DNA (cytosine-5-)-methyltransferase [Candidatus Taylorbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_11]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	WP_091266680.1	35.7	353	186	11	1	324	1	341	9.50E-42	181.4	338	345	Bacteroidetes	Gillisia sp. Hel1_33_143	1336796	WP_091266680.1 DNA cytosine methyltransferase [Gillisia sp. Hel1_33_143]
`Fenrir Meg22_1214`	Meg22_1214_scaffold_2kb_scaffold_313_60	(51359..52372)	-1	Lokiarchaeota	Lytic	K00558	DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	337	TIGRFAM	TIGR00675	dcm: DNA (cytosine-5-)-methyltransferase	6	323	6.00E-45	TRUE	IPR001525	C-5 cytosine methyltransferase	QBN22559.1	33	437	174	13	5	329	4	433	1.50E-42	184.1	338	434	0	uncultured archaeon	115547	QBN22559.1 DNA-cytosine methyltransferase [uncultured archaeon]
